identifier	decision	object_id	object_label	grounding_status	curator	date	notes	review_depth	category
habitatmech:GOLD.00c5215805	GROUND	PO:0030078	rhizoid	EXACT	claude-opus-5	2026-08-12	3 GOLD paths share this leaf and differ only in host clade. Merged onto BTO:0006474 deliberately: the structure is the same wherever it sits and the host lives in the taxon, as with feces and blood serum. Each path survives in source_attestations. Re-grounded from BTO:0006474 to PO:0030078 now that PO is vendored (#10).	ITEM	
habitatmech:GOLD.00cc26ac8b	GROUND	ENVO:00002034	biofilm	EXACT	claude-opus-5	2026-08-12	Slash alternative naming one thing; grounded to the head term. ENVO preferred over BTO for an environmental biofilm. Pulled out of the class-level sweep, whose note wrongly claimed no term matched. Label: 'Microfouling/Biofilm'.	ITEM	
habitatmech:GOLD.013b99db03	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS	
habitatmech:GOLD.0193e22ae0	NOT_APPLICABLE				claude-opus-5	2026-08-12	'Tumor' names a disease, an intervention, a sampling artefact or a no-value filler rather than a place. Pulled out of the class-level sweep and decided individually.	ITEM	
habitatmech:GOLD.019799304e	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS	
habitatmech:GOLD.01adfdcfa4	GROUND	ENVO:01000024	marine benthic biome	CLOSE	claude-opus-5	2026-08-12	ENVO frames the benthic as a biome; GOLD's node is the zone, hence CLOSE. Path: Environmental > Aquatic > Marine > Oceanic > Benthic	ITEM	
habitatmech:GOLD.01c8f74327	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS	
habitatmech:GOLD.029baaef9e	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	GOLD's Host-associated > Microbial > Bacteria: bacteria acting as host for another microbe. No environment term exists for a microbial host; ENVO's organism-associated terms cover plants and animals only. ENVO term request.	ITEM	
habitatmech:GOLD.02bb8b9d08	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS	
habitatmech:GOLD.02cd19a432	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS	
habitatmech:GOLD.03345a3f86	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS	
habitatmech:GOLD.0347e0d978	GROUND	FOODON:00001006	mammalian meat food product	NARROW	claude-opus-5	2026-08-12	GOLD's meat products bin includes poultry and fish, so the mammalian-meat term is narrower than the source concept. Best available in the vendored FOODON slice; a generic meat food product term would be better.	ITEM	
habitatmech:GOLD.0353227a54	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS	
habitatmech:GOLD.03b138e563	NOT_APPLICABLE				claude-opus-5	2026-08-12	'Arterial ulcer' names a disease, an intervention, a sampling artefact or a no-value filler rather than a place. Pulled out of the class-level sweep and decided individually.	ITEM	
habitatmech:GOLD.03fc563fae	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS	
habitatmech:GOLD.0415cd7ce3	GROUND_AS_PARENT	BTO:0000316	culture medium	NARROW	claude-opus-5	2026-08-13	Contaminated culture medium, not contaminated soil. The earlier decision keyed on the bare leaf 'Contaminated' and applied to every path ending in it, regardless of what the path qualifies. Path: Engineered > Lab culture > Culture media > Fungi > Contaminated	ITEM	
habitatmech:GOLD.046cccd783	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS	
habitatmech:GOLD.04784607ad	NOT_APPLICABLE				claude-opus-5	2026-08-12	'Urothelial carcinoma/Transitional cell carcinoma (TCC)' names a disease, an intervention, a sampling artefact or a no-value filler rather than a place. Pulled out of the class-level sweep and decided individually.	ITEM	
habitatmech:GOLD.04b0f3bc1d	REVIEW				claude-opus-5	2026-08-13	Multi-source review pass: this record is attested by more than one independent vocabulary, and this source's label or path was read against the record's ontology term to check the merge is right. It agrees. Source concepts in the same pass whose labels did not agree were re-decided rather than endorsed; see the pass's other decisions of the same date.	ITEM	
habitatmech:GOLD.04bff31353	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS	
habitatmech:GOLD.04db66025b	NOT_APPLICABLE				claude-opus-5	2026-08-12	'Parotid abscess' names a disease, an intervention, a sampling artefact or a no-value filler rather than a place. Pulled out of the class-level sweep and decided individually.	ITEM	
habitatmech:GOLD.0512cf397f	NOT_APPLICABLE				claude-opus-5	2026-08-12	'Appendix abscess' names a disease, an intervention, a sampling artefact or a no-value filler rather than a place. Pulled out of the class-level sweep and decided individually.	ITEM	
habitatmech:GOLD.052d6c8006	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS	
habitatmech:GOLD.0533686915	GROUND_AS_PARENT	ENVO:00002006	liquid water	NARROW	claude-opus-5	2026-08-13	Canal water is a kind of liquid water, not the class itself. Path: Engineered > Built environment > Canal > Water	ITEM	
habitatmech:GOLD.05440dad0f	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS	
habitatmech:GOLD.056292f510	GROUND_AS_PARENT	ENVO:01000008	microbial mat	NARROW	claude-opus-5	2026-08-12	20 GOLD paths share this leaf but differ in setting, not host, so each is a kind of microbial mat rather than microbial mat itself. Grounding them all to ENVO:01000008 would merge distinct environments; ENVO:01000008 is recorded as a parent instead. Path: Environmental > Aquatic > Thermal springs > Near-boiling (>90C) > Microbial mats	ITEM	
habitatmech:GOLD.05855906cb	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS	
habitatmech:GOLD.059724892c	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS	
habitatmech:GOLD.05cdfd61b8	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS	
habitatmech:GOLD.063960efcc	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS	
habitatmech:GOLD.06797221f4	GROUND_AS_PARENT	UBERON:0000473	testis	NARROW	claude-opus-5	2026-08-12	Sperm sampled from the testis; the organ is the parent. Pulled out of the class-level sweep, whose note wrongly claimed no term matched. Label: 'Testicle/Testes: Sperm'.	ITEM	
habitatmech:GOLD.06c04be03f	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS	
habitatmech:GOLD.06e9da107b	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS	
habitatmech:GOLD.06fb1f0fdd	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS	
habitatmech:GOLD.076eb28273	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS	
habitatmech:GOLD.0792bc5bfe	GROUND	ENVO:00003893	cosmetic product	EXACT	claude-opus-5	2026-08-12	Leaf label equals the ENVO label exactly and no other source concept claims it. Path: Engineered > Industrial production > Chemical products > Cosmetic products	ITEM	
habitatmech:GOLD.07c6babcdb	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS	
habitatmech:GOLD.083ab65161	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS	
habitatmech:GOLD.086ba0a00d	GROUND_AS_PARENT	ENVO:01000008	microbial mat	NARROW	claude-opus-5	2026-08-12	20 GOLD paths share this leaf but differ in setting, not host, so each is a kind of microbial mat rather than microbial mat itself. Grounding them all to ENVO:01000008 would merge distinct environments; ENVO:01000008 is recorded as a parent instead. Path: Environmental > Aquatic > Thermal springs > Hot (42-90C) > Microbial mats	ITEM	
